satisfaction_level    last_evaluation    number_project    average_montly_hours    time_spend_company    Work_accident    promotion_last_5years    sales    salary    left_prediction    left_result
0.11    0.77    6.0    264.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.76    0.75    3.0    239.0    2.0    0.0    0.0    -0.56    -0.34    0    0
0.73    0.74    3.0    254.0    4.0    1.0    0.0    0.02    0.2    0    0
0.96    0.54    3.0    198.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.1    0.97    6.0    280.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.52    0.52    4.0    168.0    3.0    0.0    0.0    0.2    0.2    0    0
0.64    0.52    3.0    166.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.71    0.76    4.0    148.0    8.0    0.0    0.0    -0.3    0.2    0    0
0.16    0.76    5.0    192.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.64    0.53    4.0    133.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.43    0.52    2.0    158.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.1    0.98    6.0    265.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.5    0.49    4.0    222.0    3.0    0.0    0.0    1.0    1.0    0    0
0.56    0.74    3.0    265.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.27    0.85    2.0    277.0    6.0    1.0    0.0    0.17    -0.34    1    0
0.78    0.89    4.0    272.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.37    0.46    2.0    156.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.91    0.99    5.0    228.0    4.0    1.0    0.0    -0.07    -0.34    0    0
0.77    0.9    4.0    237.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.43    0.53    2.0    160.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.86    0.55    5.0    149.0    4.0    0.0    0.0    0.17    0.2    0    0
0.52    0.78    4.0    237.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.71    0.74    3.0    163.0    3.0    1.0    0.0    0.02    0.2    0    0
0.39    0.54    2.0    127.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.98    0.89    4.0    218.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.2    0.42    4.0    256.0    5.0    0.0    0.0    -0.56    -0.34    1    0
0.82    0.85    4.0    223.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.61    0.48    3.0    250.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.1    0.89    6.0    247.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.94    0.88    4.0    270.0    3.0    0.0    0.0    0.17    0.2    0    0
0.83    0.53    5.0    182.0    2.0    1.0    0.0    -0.19    0.2    0    0
0.1    0.91    6.0    287.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.43    0.52    2.0    160.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.9    0.73    4.0    245.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.91    0.65    5.0    174.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.64    0.95    4.0    199.0    4.0    0.0    0.0    -0.3    0.2    0    0
0.9    0.53    3.0    215.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.63    0.96    4.0    133.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.5    0.87    3.0    252.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.84    0.81    4.0    236.0    3.0    1.0    0.0    0.17    -0.34    0    0
0.96    0.6    3.0    160.0    10.0    0.0    0.0    -0.12    0.2    0    0
0.73    0.74    5.0    199.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.38    0.68    5.0    211.0    6.0    0.0    0.0    -0.19    -0.34    1    0
0.2    0.5    6.0    282.0    6.0    1.0    0.0    -0.19    -0.34    0    0
0.56    0.74    3.0    265.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.93    0.58    3.0    215.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.37    0.46    2.0    157.0    3.0    0.0    0.0    0.17    -0.34    1    1
0.26    0.85    6.0    152.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.51    0.71    5.0    154.0    2.0    0.0    0.0    0.2    0.2    0    0
0.9    0.96    4.0    258.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.86    0.48    4.0    153.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.84    0.41    6.0    255.0    6.0    1.0    0.0    -0.07    0.2    0    0
0.24    0.5    4.0    209.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.75    0.98    4.0    245.0    5.0    0.0    0.0    1.0    -0.34    0    1
0.67    0.66    3.0    237.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.46    0.5    2.0    151.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.4    0.64    3.0    188.0    3.0    0.0    0.0    -0.12    -0.34    1    0
0.69    0.68    3.0    151.0    3.0    1.0    0.0    -0.12    -0.34    0    0
0.56    0.71    5.0    244.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.37    0.51    2.0    132.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.41    0.49    2.0    130.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.74    0.89    5.0    229.0    6.0    0.0    0.0    -0.12    -0.34    0    1
0.72    0.79    5.0    260.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.78    0.99    4.0    255.0    6.0    0.0    0.0    -0.07    -0.34    0    1
0.5    0.48    4.0    130.0    10.0    0.0    0.0    -0.07    1.0    0    0
0.94    0.73    4.0    204.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.93    0.99    4.0    209.0    3.0    1.0    0.0    -0.3    1.0    0    0
0.22    0.65    5.0    174.0    5.0    1.0    0.0    0.9    0.2    0    0
0.39    0.58    3.0    152.0    3.0    1.0    0.0    -0.3    -0.34    0    0
0.49    0.61    3.0    148.0    2.0    1.0    0.0    0.9    -0.34    0    0
0.69    0.57    5.0    245.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.4    0.51    2.0    145.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.94    0.7    6.0    217.0    5.0    0.0    0.0    -0.07    -0.34    0    0
0.51    0.88    5.0    225.0    2.0    1.0    0.0    0.17    -0.34    0    0
0.87    0.9    5.0    258.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.46    0.73    6.0    256.0    4.0    0.0    0.0    0.2    1.0    0    0
0.39    0.53    2.0    141.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.38    0.49    2.0    140.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.66    0.49    5.0    235.0    8.0    1.0    0.0    -0.07    -0.34    0    0
0.59    0.67    3.0    180.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.69    0.94    5.0    259.0    2.0    0.0    0.0    0.17    0.2    0    0
0.72    0.84    4.0    256.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.62    0.51    4.0    193.0    3.0    0.0    0.0    -0.3    1.0    0    0
0.46    0.57    2.0    139.0    3.0    0.0    0.0    -0.07    -0.34    0    1
0.42    0.6    2.0    188.0    3.0    0.0    0.0    0.2    0.2    0    0
0.82    0.85    5.0    195.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.96    0.45    6.0    232.0    2.0    1.0    0.0    0.2    -0.34    0    0
0.73    0.87    5.0    257.0    5.0    0.0    0.0    0.17    -0.34    0    1
0.58    0.69    3.0    146.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.61    0.59    3.0    157.0    2.0    0.0    0.0    -0.07    1.0    0    0
0.4    0.5    2.0    128.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.43    0.75    3.0    108.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.84    0.71    4.0    273.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.91    0.81    4.0    135.0    2.0    0.0    0.0    0.02    -0.34    0    0
0.84    0.78    5.0    172.0    2.0    0.0    1.0    -0.3    1.0    0    0
0.73    0.54    3.0    150.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.37    0.72    3.0    183.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.81    0.78    4.0    159.0    3.0    0.0    0.0    -0.12    -0.34    0    0
1.0    0.61    6.0    270.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.11    0.79    7.0    310.0    4.0    0.0    0.0    -0.56    -0.34    1    1
0.57    0.54    5.0    216.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.93    0.49    5.0    167.0    3.0    0.0    0.0    0.9    0.2    0    0
0.45    0.51    2.0    137.0    3.0    0.0    0.0    -0.12    -0.34    0    1
0.95    0.73    2.0    187.0    2.0    0.0    0.0    0.17    0.2    0    0
0.11    0.95    6.0    271.0    4.0    0.0    0.0    0.17    -0.34    1    1
0.22    0.94    3.0    193.0    10.0    0.0    1.0    1.0    1.0    0    0
0.68    0.73    3.0    257.0    3.0    0.0    0.0    -0.07    -0.34    0    0
1.0    0.73    3.0    245.0    2.0    1.0    0.0    0.2    -0.34    0    0
0.86    0.82    4.0    252.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.49    0.98    3.0    224.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.32    0.86    4.0    266.0    4.0    0.0    0.0    0.9    -0.34    1    0
0.83    0.79    4.0    143.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.79    0.54    5.0    212.0    4.0    0.0    0.0    0.02    0.2    0    0
0.92    0.62    3.0    264.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.53    0.64    3.0    168.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.47    0.57    3.0    162.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.62    0.67    2.0    153.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.83    0.81    4.0    209.0    4.0    0.0    0.0    0.17    0.2    0    0
0.79    0.55    5.0    242.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.89    0.91    3.0    233.0    2.0    0.0    0.0    0.17    0.2    0    0
0.78    0.84    3.0    233.0    3.0    1.0    0.0    0.17    -0.34    0    0
0.67    0.52    4.0    207.0    3.0    0.0    0.0    0.17    0.2    0    0
0.98    0.98    4.0    259.0    2.0    0.0    0.0    -0.56    1.0    0    0
0.53    0.88    3.0    150.0    3.0    1.0    0.0    -0.3    1.0    0    0
0.94    0.58    4.0    159.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.65    0.69    6.0    131.0    5.0    0.0    0.0    0.17    0.2    0    0
0.9    0.54    4.0    172.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.8    0.83    4.0    183.0    2.0    1.0    1.0    -0.12    -0.34    0    0
0.77    1.0    4.0    232.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.14    0.83    5.0    175.0    6.0    1.0    0.0    0.17    -0.34    0    0
0.73    0.73    5.0    249.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.61    0.72    4.0    209.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.89    0.68    4.0    258.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.79    0.73    5.0    155.0    3.0    0.0    0.0    0.17    0.2    0    0
0.83    0.91    4.0    210.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.83    0.5    4.0    259.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.61    0.83    4.0    153.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.61    0.99    5.0    98.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.72    0.98    3.0    211.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.16    0.56    5.0    152.0    5.0    0.0    0.0    -0.56    0.2    1    0
0.96    0.73    5.0    169.0    3.0    1.0    0.0    0.2    -0.34    0    0
0.85    0.77    4.0    264.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.75    0.51    2.0    215.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.1    0.88    7.0    267.0    4.0    0.0    0.0    1.0    0.2    0    1
0.95    0.52    5.0    222.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.78    0.67    4.0    221.0    3.0    1.0    0.0    -0.12    -0.34    0    0
0.67    0.84    4.0    224.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.46    0.64    2.0    121.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.21    0.69    3.0    144.0    6.0    1.0    0.0    0.17    -0.34    0    0
0.98    0.99    4.0    261.0    10.0    1.0    0.0    -0.07    -0.34    0    0
0.79    0.86    5.0    226.0    5.0    0.0    0.0    -0.07    0.2    0    1
0.1    0.81    6.0    301.0    4.0    1.0    0.0    -0.07    0.2    0    1
0.11    0.9    6.0    263.0    4.0    0.0    0.0    0.17    -0.34    1    1
0.15    0.95    4.0    173.0    5.0    1.0    0.0    -0.07    -0.34    0    0
0.96    0.68    3.0    206.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.66    0.67    2.0    255.0    3.0    0.0    0.0    -0.19    -0.34    0    1
0.82    0.6    5.0    232.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.59    0.55    4.0    138.0    2.0    0.0    0.0    0.02    1.0    0    0
0.65    0.52    2.0    117.0    10.0    1.0    0.0    -0.12    -0.34    0    0
0.39    0.86    3.0    261.0    2.0    0.0    0.0    -0.3    -0.34    1    0
0.43    0.53    2.0    147.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.53    0.5    4.0    185.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.84    0.83    4.0    227.0    5.0    0.0    0.0    -0.3    -0.34    0    1
0.85    0.49    4.0    139.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.48    0.79    3.0    180.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.38    0.5    2.0    140.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.56    0.73    4.0    148.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.57    0.65    4.0    162.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.76    0.64    4.0    234.0    2.0    0.0    0.0    -0.07    1.0    0    0
0.81    0.98    6.0    196.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.8    0.7    3.0    238.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.97    0.77    4.0    208.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.94    0.96    4.0    270.0    3.0    1.0    0.0    -0.19    -0.34    0    0
0.76    0.81    4.0    242.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.11    0.86    6.0    279.0    4.0    0.0    0.0    -0.12    0.2    1    1
1.0    0.86    2.0    264.0    3.0    0.0    0.0    0.17    0.2    0    0
0.77    0.83    3.0    160.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.87    0.9    3.0    174.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.51    0.8    4.0    257.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.15    0.63    7.0    229.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.83    0.99    5.0    132.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.83    0.98    4.0    249.0    5.0    0.0    0.0    -0.12    -0.34    0    1
0.6    0.87    3.0    196.0    3.0    1.0    0.0    -0.19    1.0    0    0
0.92    0.84    3.0    220.0    3.0    1.0    0.0    -0.19    1.0    0    0
0.93    0.59    5.0    172.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.5    0.97    4.0    217.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.45    0.48    2.0    144.0    3.0    0.0    0.0    0.02    0.2    0    1
0.55    0.64    4.0    201.0    10.0    1.0    0.0    1.0    0.2    0    0
0.36    0.48    2.0    158.0    3.0    0.0    0.0    0.17    -0.34    1    1
0.49    0.49    3.0    104.0    7.0    0.0    0.0    0.2    1.0    0    0
0.56    0.39    3.0    106.0    8.0    0.0    0.0    1.0    1.0    0    0
0.84    0.51    6.0    141.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.23    0.49    5.0    214.0    5.0    0.0    0.0    0.17    1.0    0    0
0.17    0.94    5.0    273.0    4.0    0.0    0.0    -0.19    0.2    1    0
0.47    0.79    3.0    284.0    10.0    0.0    0.0    -0.07    -0.34    1    0
0.8    0.79    4.0    148.0    3.0    0.0    0.0    0.9    0.2    0    0
0.17    0.57    4.0    116.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.84    0.57    4.0    234.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.42    0.47    2.0    135.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.72    0.87    4.0    184.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.99    0.81    4.0    229.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.52    0.65    4.0    264.0    3.0    0.0    0.0    0.2    0.2    0    0
0.84    0.58    4.0    180.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.48    0.5    4.0    173.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.89    1.0    5.0    253.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.17    0.88    2.0    206.0    4.0    0.0    0.0    -0.12    0.2    1    0
0.66    0.93    5.0    253.0    5.0    0.0    0.0    0.2    -0.34    0    1
0.87    1.0    5.0    242.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.83    0.99    4.0    226.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.51    1.0    4.0    197.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.4    0.49    2.0    151.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.65    0.83    4.0    251.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.35    0.59    5.0    268.0    3.0    0.0    0.0    -0.3    -0.34    1    0
0.38    0.52    2.0    153.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.72    0.79    3.0    221.0    3.0    0.0    0.0    0.2    1.0    0    0
0.25    0.82    3.0    269.0    5.0    0.0    0.0    -0.07    -0.34    1    0
0.66    0.57    3.0    161.0    2.0    1.0    0.0    0.9    0.2    0    0
0.89    0.85    4.0    195.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.53    0.8    4.0    204.0    3.0    0.0    0.0    0.17    0.2    0    0
0.66    0.81    4.0    148.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.5    0.91    4.0    144.0    8.0    0.0    0.0    1.0    0.2    0    0
0.88    0.5    3.0    142.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.78    0.66    3.0    164.0    3.0    0.0    0.0    -0.07    -0.34    0    1
0.92    0.86    3.0    166.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.43    0.57    2.0    135.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.81    0.55    4.0    217.0    8.0    0.0    0.0    -0.3    0.2    0    0
0.24    0.56    4.0    281.0    7.0    0.0    0.0    -0.07    0.2    1    0
0.99    0.94    5.0    221.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.74    0.8    4.0    200.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.6    0.83    2.0    189.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.93    0.7    5.0    231.0    7.0    0.0    1.0    -0.07    1.0    0    0
0.44    0.48    2.0    143.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.22    0.88    5.0    154.0    5.0    0.0    0.0    -0.07    -0.34    1    0
0.53    0.91    5.0    181.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.23    0.96    2.0    234.0    4.0    0.0    0.0    -0.07    0.2    1    0
0.39    0.46    2.0    136.0    3.0    0.0    0.0    -0.12    0.2    0    1
0.36    0.56    2.0    138.0    3.0    0.0    0.0    -0.3    0.2    0    1
0.8    0.51    4.0    141.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.42    0.44    3.0    183.0    2.0    0.0    0.0    0.2    0.2    0    0
0.44    0.46    2.0    149.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.66    0.79    5.0    134.0    3.0    0.0    0.0    1.0    1.0    0    0
0.38    0.49    2.0    135.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.1    0.87    7.0    289.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.54    0.61    3.0    182.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.11    0.83    6.0    282.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.63    0.54    4.0    147.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.11    0.8    6.0    259.0    5.0    0.0    0.0    -0.12    0.2    1    1
0.75    0.89    5.0    276.0    5.0    0.0    0.0    0.9    -0.34    0    1
0.26    0.81    5.0    139.0    4.0    0.0    0.0    0.2    0.2    0    0
0.84    0.58    3.0    140.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.59    0.82    2.0    233.0    2.0    0.0    0.0    0.17    0.2    0    0
